"Any","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Preu_mitja_habitatge","Valor"
2013,8,"Nou Barris",52,"la Prosperitat","Nou. Euros/m2 construït",NA
2013,8,"Nou Barris",53,"la Trinitat Nova","Nou. Euros/m2 construït",NA
2013,8,"Nou Barris",54,"Torre Baró","Nou. Euros/m2 construït",NA
2013,8,"Nou Barris",55,"Ciutat Meridiana","Nou. Euros/m2 construït",NA
2013,8,"Nou Barris",56,"Vallbona","Nou. Euros/m2 construït",NA
2013,9,"Sant Andreu",57,"la Trinitat Vella","Nou. Euros/m2 construït",NA
2013,9,"Sant Andreu",58,"Baró de Viver","Nou. Euros/m2 construït",NA
2013,9,"Sant Andreu",59,"el Bon Pastor","Nou. Euros/m2 construït",NA
2013,9,"Sant Andreu",60,"Sant Andreu","Nou. Euros/m2 construït",1255.5
2013,9,"Sant Andreu",61,"la Sagrera","Nou. Euros/m2 construït",4184.8
2013,9,"Sant Andreu",62,"el Congrés i els Indians","Nou. Euros/m2 construït",1923.6
2013,9,"Sant Andreu",63,"Navas","Nou. Euros/m2 construït",3356.8
2013,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Nou. Euros/m2 construït",3331.4
2013,10,"Sant Martí",65,"el Clot","Nou. Euros/m2 construït",2691.1
2013,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Nou. Euros/m2 construït",1691.3
2013,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Nou. Euros/m2 construït",NA
2013,10,"Sant Martí",68,"el Poblenou","Nou. Euros/m2 construït",3061
2013,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Nou. Euros/m2 construït",3213.6
2013,10,"Sant Martí",70,"el Besòs i el Maresme","Nou. Euros/m2 construït",2548.4
2013,10,"Sant Martí",71,"Provençals del Poblenou","Nou. Euros/m2 construït",3917.2
2013,10,"Sant Martí",72,"Sant Martí de Provençals","Nou. Euros/m2 construït",3442.7
2013,10,"Sant Martí",73,"la Verneda i la Pau","Nou. Euros/m2 construït",1614.8
2013,1,"Ciutat Vella",1,"el Raval","Usat. Euros/m2 construït",1726.5
2013,1,"Ciutat Vella",2,"el Barri Gòtic","Usat. Euros/m2 construït",2239.7
2013,1,"Ciutat Vella",3,"la Barceloneta","Usat. Euros/m2 construït",2861.3
2013,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Usat. Euros/m2 construït",2691.4
2013,2,"Eixample",5,"el Fort Pienc","Usat. Euros/m2 construït",2683.5
2013,2,"Eixample",6,"la Sagrada Família","Usat. Euros/m2 construït",2850.7
2013,2,"Eixample",7,"la Dreta de l'Eixample","Usat. Euros/m2 construït",2874.2
2013,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Usat. Euros/m2 construït",2655.5
2013,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Usat. Euros/m2 construït",2624
2013,2,"Eixample",10,"Sant Antoni","Usat. Euros/m2 construït",2024.9
2013,3,"Sants-Montjuïc",11,"el Poble Sec","Usat. Euros/m2 construït",1582.1
2013,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Usat. Euros/m2 construït",NA
2013,3,"Sants-Montjuïc",13,"la Marina de Port","Usat. Euros/m2 construït",2405.2
2013,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Usat. Euros/m2 construït",2471.2
2013,3,"Sants-Montjuïc",15,"Hostafrancs","Usat. Euros/m2 construït",1788.3
2013,3,"Sants-Montjuïc",16,"la Bordeta","Usat. Euros/m2 construït",2097.2
2013,3,"Sants-Montjuïc",17,"Sants - Badal","Usat. Euros/m2 construït",1593.7
2013,3,"Sants-Montjuïc",18,"Sants","Usat. Euros/m2 construït",2111.7
2013,4,"Les Corts",19,"les Corts","Usat. Euros/m2 construït",2902.7
2013,4,"Les Corts",20,"la Maternitat i Sant Ramon","Usat. Euros/m2 construït",2890.5
2013,4,"Les Corts",21,"Pedralbes","Usat. Euros/m2 construït",4230.4
2013,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Usat. Euros/m2 construït",3540.2
2013,5,"Sarrià-Sant Gervasi",23,"Sarrià","Usat. Euros/m2 construït",4431.3
2013,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Usat. Euros/m2 construït",4517.5
2013,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Usat. Euros/m2 construït",3533.1
2013,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Usat. Euros/m2 construït",3628.5
2013,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Usat. Euros/m2 construït",2758.6
2013,6,"Gràcia",28,"Vallcarca i els Penitents","Usat. Euros/m2 construït",2640
2013,6,"Gràcia",29,"el Coll","Usat. Euros/m2 construït",1757.2
2013,6,"Gràcia",30,"la Salut","Usat. Euros/m2 construït",2551.9
2013,6,"Gràcia",31,"la Vila de Gràcia","Usat. Euros/m2 construït",3336.8
2013,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Usat. Euros/m2 construït",2736.3
2013,7,"Horta-Guinardó",33,"el Baix Guinardó","Usat. Euros/m2 construït",2270
2013,7,"Horta-Guinardó",34,"Can Baró","Usat. Euros/m2 construït",1823.4
2013,7,"Horta-Guinardó",35,"el Guinardó","Usat. Euros/m2 construït",2009.4
2013,7,"Horta-Guinardó",36,"la Font d'en Fargues","Usat. Euros/m2 construït",3582.8
2013,7,"Horta-Guinardó",37,"el Carmel","Usat. Euros/m2 construït",1554.7
2013,7,"Horta-Guinardó",38,"la Teixonera","Usat. Euros/m2 construït",1468.8
2013,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Usat. Euros/m2 construït",2421.7
2013,7,"Horta-Guinardó",40,"Montbau","Usat. Euros/m2 construït",1860.8
2013,7,"Horta-Guinardó",41,"la Vall d'Hebron","Usat. Euros/m2 construït",2365.5
2013,7,"Horta-Guinardó",42,"la Clota","Usat. Euros/m2 construït",NA
2013,7,"Horta-Guinardó",43,"Horta","Usat. Euros/m2 construït",2160.3
2013,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Usat. Euros/m2 construït",1721.6
2013,8,"Nou Barris",45,"Porta","Usat. Euros/m2 construït",1942
2013,8,"Nou Barris",46,"el Turó de la Peira","Usat. Euros/m2 construït",1487.3
2013,8,"Nou Barris",47,"Can Peguera","Usat. Euros/m2 construït",612.6
2013,8,"Nou Barris",48,"la Guineueta","Usat. Euros/m2 construït",1702.2
2013,8,"Nou Barris",49,"Canyelles","Usat. Euros/m2 construït",1761.4
2013,8,"Nou Barris",50,"les Roquetes","Usat. Euros/m2 construït",1528.7
2013,8,"Nou Barris",51,"Verdun","Usat. Euros/m2 construït",1580
2013,8,"Nou Barris",52,"la Prosperitat","Usat. Euros/m2 construït",1302.9
2013,8,"Nou Barris",53,"la Trinitat Nova","Usat. Euros/m2 construït",945.1
2013,8,"Nou Barris",54,"Torre Baró","Usat. Euros/m2 construït",1631.6
2013,8,"Nou Barris",55,"Ciutat Meridiana","Usat. Euros/m2 construït",1208.9
2013,8,"Nou Barris",56,"Vallbona","Usat. Euros/m2 construït",2474.9
2013,9,"Sant Andreu",57,"la Trinitat Vella","Usat. Euros/m2 construït",1986.2
2013,9,"Sant Andreu",58,"Baró de Viver","Usat. Euros/m2 construït",2583.2
2013,9,"Sant Andreu",59,"el Bon Pastor","Usat. Euros/m2 construït",1474.8
2013,9,"Sant Andreu",60,"Sant Andreu","Usat. Euros/m2 construït",2084.1
2013,9,"Sant Andreu",61,"la Sagrera","Usat. Euros/m2 construït",2135.1
2013,9,"Sant Andreu",62,"el Congrés i els Indians","Usat. Euros/m2 construït",2124.5
2013,9,"Sant Andreu",63,"Navas","Usat. Euros/m2 construït",2678.9
2013,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Usat. Euros/m2 construït",2793.3
2013,10,"Sant Martí",65,"el Clot","Usat. Euros/m2 construït",2748.7
2013,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Usat. Euros/m2 construït",2207.9
2013,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Usat. Euros/m2 construït",3837.7
2013,10,"Sant Martí",68,"el Poblenou","Usat. Euros/m2 construït",3165.6
2013,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Usat. Euros/m2 construït",5138.1
2013,10,"Sant Martí",70,"el Besòs i el Maresme","Usat. Euros/m2 construït",1811.7
2013,10,"Sant Martí",71,"Provençals del Poblenou","Usat. Euros/m2 construït",3526.9
2013,10,"Sant Martí",72,"Sant Martí de Provençals","Usat. Euros/m2 construït",1780.8
2013,10,"Sant Martí",73,"la Verneda i la Pau","Usat. Euros/m2 construït",1471.3
