"Any","Trimestre","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Preu_mitja_habitatge","Valor"
2020,2,2,"Eixample",5,"el Fort Pienc","Usat. Milers d'euros","319.9"
2020,2,2,"Eixample",6,"la Sagrada Família","Usat. Milers d'euros","288.8"
2020,2,2,"Eixample",7,"la Dreta de l'Eixample","Usat. Milers d'euros","658.0"
2020,2,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Usat. Milers d'euros","472.1"
2020,2,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Usat. Milers d'euros","387.0"
2020,2,2,"Eixample",10,"Sant Antoni","Usat. Milers d'euros","376.3"
2020,2,3,"Sants-Montjuïc",11,"el Poble Sec","Usat. Milers d'euros","225.3"
2020,2,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Usat. Milers d'euros","235.2"
2020,2,3,"Sants-Montjuïc",13,"la Marina de Port","Usat. Milers d'euros","221.9"
2020,2,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Usat. Milers d'euros","238.5"
2020,2,3,"Sants-Montjuïc",15,"Hostafrancs","Usat. Milers d'euros","312.7"
2020,2,3,"Sants-Montjuïc",16,"la Bordeta","Usat. Milers d'euros","316.9"
2020,2,3,"Sants-Montjuïc",17,"Sants - Badal","Usat. Milers d'euros","209.0"
2020,2,3,"Sants-Montjuïc",18,"Sants","Usat. Milers d'euros","288.0"
2020,2,4,"Les Corts",19,"les Corts","Usat. Milers d'euros","388.8"
2020,2,4,"Les Corts",20,"la Maternitat i Sant Ramon","Usat. Milers d'euros","377.4"
2020,2,4,"Les Corts",21,"Pedralbes","Usat. Milers d'euros","1324.0"
2020,2,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Usat. Milers d'euros","402.8"
2020,2,5,"Sarrià-Sant Gervasi",23,"Sarrià","Usat. Milers d'euros","642.1"
2020,2,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Usat. Milers d'euros","940.5"
2020,2,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Usat. Milers d'euros","726.7"
2020,2,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Usat. Milers d'euros","859.3"
2020,2,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Usat. Milers d'euros","425.9"
2020,2,6,"Gràcia",28,"Vallcarca i els Penitents","Usat. Milers d'euros","319.9"
2020,2,6,"Gràcia",29,"el Coll","Usat. Milers d'euros","214.7"
2020,2,6,"Gràcia",30,"la Salut","Usat. Milers d'euros","370.3"
2020,2,6,"Gràcia",31,"la Vila de Gràcia","Usat. Milers d'euros","314.3"
2020,2,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Usat. Milers d'euros","304.3"
2020,2,7,"Horta-Guinardó",33,"el Baix Guinardó","Usat. Milers d'euros","259.0"
2020,2,7,"Horta-Guinardó",34,"Can Baró","Usat. Milers d'euros","199.8"
2020,2,7,"Horta-Guinardó",35,"el Guinardó","Usat. Milers d'euros","222.2"
2020,2,7,"Horta-Guinardó",36,"la Font d'en Fargues","Usat. Milers d'euros","309.0"
2020,2,7,"Horta-Guinardó",37,"el Carmel","Usat. Milers d'euros","176.5"
2020,2,7,"Horta-Guinardó",38,"la Teixonera","Usat. Milers d'euros","177.5"
2020,2,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Usat. Milers d'euros","162.4"
2020,2,7,"Horta-Guinardó",40,"Montbau","Usat. Milers d'euros","155.0"
2020,2,7,"Horta-Guinardó",41,"la Vall d'Hebron","Usat. Milers d'euros","N/A"
2020,2,7,"Horta-Guinardó",42,"la Clota","Usat. Milers d'euros","N/A"
2020,2,7,"Horta-Guinardó",43,"Horta","Usat. Milers d'euros","257.0"
2020,2,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Usat. Milers d'euros","221.8"
2020,2,8,"Nou Barris",45,"Porta","Usat. Milers d'euros","170.0"
2020,2,8,"Nou Barris",46,"el Turó de la Peira","Usat. Milers d'euros","156.2"
2020,2,8,"Nou Barris",47,"Can Peguera","Usat. Milers d'euros","N/A"
2020,2,8,"Nou Barris",48,"la Guineueta","Usat. Milers d'euros","212.4"
2020,2,8,"Nou Barris",49,"Canyelles","Usat. Milers d'euros","165.0"
2020,2,8,"Nou Barris",50,"les Roquetes","Usat. Milers d'euros","138.9"
2020,2,8,"Nou Barris",51,"Verdun","Usat. Milers d'euros","175.0"
2020,2,8,"Nou Barris",52,"la Prosperitat","Usat. Milers d'euros","165.1"
2020,2,8,"Nou Barris",53,"la Trinitat Nova","Usat. Milers d'euros","105.6"
2020,2,8,"Nou Barris",54,"Torre Baró","Usat. Milers d'euros","N/A"
2020,2,8,"Nou Barris",55,"Ciutat Meridiana","Usat. Milers d'euros","75.8"
2020,2,8,"Nou Barris",56,"Vallbona","Usat. Milers d'euros","N/A"
2020,2,9,"Sant Andreu",57,"la Trinitat Vella","Usat. Milers d'euros","79.2"
2020,2,9,"Sant Andreu",58,"Baró de Viver","Usat. Milers d'euros","N/A"
2020,2,9,"Sant Andreu",59,"el Bon Pastor","Usat. Milers d'euros","186.1"
2020,2,9,"Sant Andreu",60,"Sant Andreu","Usat. Milers d'euros","222.0"
2020,2,9,"Sant Andreu",61,"la Sagrera","Usat. Milers d'euros","227.3"
2020,2,9,"Sant Andreu",62,"el Congrés i els Indians","Usat. Milers d'euros","267.1"
2020,2,9,"Sant Andreu",63,"Navas","Usat. Milers d'euros","223.7"
2020,2,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Usat. Milers d'euros","254.2"
2020,2,10,"Sant Martí",65,"el Clot","Usat. Milers d'euros","265.5"
2020,2,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Usat. Milers d'euros","291.1"
2020,2,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Usat. Milers d'euros","596.9"
2020,2,10,"Sant Martí",68,"el Poblenou","Usat. Milers d'euros","290.7"
2020,2,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Usat. Milers d'euros","389.7"
2020,2,10,"Sant Martí",70,"el Besòs i el Maresme","Usat. Milers d'euros","144.9"
2020,2,10,"Sant Martí",71,"Provençals del Poblenou","Usat. Milers d'euros","265.8"
2020,2,10,"Sant Martí",72,"Sant Martí de Provençals","Usat. Milers d'euros","156.9"
2020,2,10,"Sant Martí",73,"la Verneda i la Pau","Usat. Milers d'euros","173.3"
2020,2,1,"Ciutat Vella",1,"el Raval","Total. Euros/m2 construït","3798.8"
2020,2,1,"Ciutat Vella",2,"el Barri Gòtic","Total. Euros/m2 construït","4430.6"
2020,2,1,"Ciutat Vella",3,"la Barceloneta","Total. Euros/m2 construït","4469.5"
2020,2,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Total. Euros/m2 construït","4887.2"
2020,2,2,"Eixample",5,"el Fort Pienc","Total. Euros/m2 construït","4013.0"
2020,2,2,"Eixample",6,"la Sagrada Família","Total. Euros/m2 construït","3922.3"
2020,2,2,"Eixample",7,"la Dreta de l'Eixample","Total. Euros/m2 construït","5705.2"
2020,2,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Total. Euros/m2 construït","4984.0"
2020,2,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Total. Euros/m2 construït","4761.0"
2020,2,2,"Eixample",10,"Sant Antoni","Total. Euros/m2 construït","4885.9"
2020,2,3,"Sants-Montjuïc",11,"el Poble Sec","Total. Euros/m2 construït","3765.3"
2020,2,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Total. Euros/m2 construït","2999.2"
2020,2,3,"Sants-Montjuïc",13,"la Marina de Port","Total. Euros/m2 construït","3039.3"
2020,2,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Total. Euros/m2 construït","3564.1"
2020,2,3,"Sants-Montjuïc",15,"Hostafrancs","Total. Euros/m2 construït","3610.9"
2020,2,3,"Sants-Montjuïc",16,"la Bordeta","Total. Euros/m2 construït","4400.7"
2020,2,3,"Sants-Montjuïc",17,"Sants - Badal","Total. Euros/m2 construït","3452.5"
2020,2,3,"Sants-Montjuïc",18,"Sants","Total. Euros/m2 construït","3535.1"
2020,2,4,"Les Corts",19,"les Corts","Total. Euros/m2 construït","4948.7"
2020,2,4,"Les Corts",20,"la Maternitat i Sant Ramon","Total. Euros/m2 construït","4303.1"
2020,2,4,"Les Corts",21,"Pedralbes","Total. Euros/m2 construït","10961.2"
2020,2,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Total. Euros/m2 construït","3519.0"
2020,2,5,"Sarrià-Sant Gervasi",23,"Sarrià","Total. Euros/m2 construït","7043.4"
2020,2,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Total. Euros/m2 construït","4703.0"
2020,2,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Total. Euros/m2 construït","4680.3"
2020,2,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Total. Euros/m2 construït","4879.3"
2020,2,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Total. Euros/m2 construït","4361.7"
2020,2,6,"Gràcia",28,"Vallcarca i els Penitents","Total. Euros/m2 construït","4306.3"
2020,2,6,"Gràcia",29,"el Coll","Total. Euros/m2 construït","3816.6"
2020,2,6,"Gràcia",30,"la Salut","Total. Euros/m2 construït","4762.1"
2020,2,6,"Gràcia",31,"la Vila de Gràcia","Total. Euros/m2 construït","4619.7"
2020,2,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Total. Euros/m2 construït","4596.5"
2020,2,7,"Horta-Guinardó",33,"el Baix Guinardó","Total. Euros/m2 construït","3893.3"
2020,2,7,"Horta-Guinardó",34,"Can Baró","Total. Euros/m2 construït","2728.7"
2020,2,7,"Horta-Guinardó",35,"el Guinardó","Total. Euros/m2 construït","3382.8"
2020,2,7,"Horta-Guinardó",36,"la Font d'en Fargues","Total. Euros/m2 construït","3417.6"
2020,2,7,"Horta-Guinardó",37,"el Carmel","Total. Euros/m2 construït","2731.6"
2020,2,7,"Horta-Guinardó",38,"la Teixonera","Total. Euros/m2 construït","2775.0"
2020,2,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Total. Euros/m2 construït","2569.7"
2020,2,7,"Horta-Guinardó",40,"Montbau","Total. Euros/m2 construït","2706.6"
2020,2,7,"Horta-Guinardó",41,"la Vall d'Hebron","Total. Euros/m2 construït","N/A"
2020,2,7,"Horta-Guinardó",42,"la Clota","Total. Euros/m2 construït","N/A"
2020,2,7,"Horta-Guinardó",43,"Horta","Total. Euros/m2 construït","3728.4"
2020,2,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Total. Euros/m2 construït","2850.3"
2020,2,8,"Nou Barris",45,"Porta","Total. Euros/m2 construït","2584.0"
2020,2,8,"Nou Barris",46,"el Turó de la Peira","Total. Euros/m2 construït","2479.4"
2020,2,8,"Nou Barris",47,"Can Peguera","Total. Euros/m2 construït","N/A"
2020,2,8,"Nou Barris",48,"la Guineueta","Total. Euros/m2 construït","2624.3"
2020,2,8,"Nou Barris",49,"Canyelles","Total. Euros/m2 construït","2538.5"
2020,2,8,"Nou Barris",50,"les Roquetes","Total. Euros/m2 construït","2092.0"
2020,2,8,"Nou Barris",51,"Verdun","Total. Euros/m2 construït","2465.8"
2020,2,8,"Nou Barris",52,"la Prosperitat","Total. Euros/m2 construït","2575.2"
2020,2,8,"Nou Barris",53,"la Trinitat Nova","Total. Euros/m2 construït","2085.3"
2020,2,8,"Nou Barris",54,"Torre Baró","Total. Euros/m2 construït","N/A"
2020,2,8,"Nou Barris",55,"Ciutat Meridiana","Total. Euros/m2 construït","1389.7"
2020,2,8,"Nou Barris",56,"Vallbona","Total. Euros/m2 construït","N/A"
2020,2,9,"Sant Andreu",57,"la Trinitat Vella","Total. Euros/m2 construït","1394.0"
2020,2,9,"Sant Andreu",58,"Baró de Viver","Total. Euros/m2 construït","N/A"
2020,2,9,"Sant Andreu",59,"el Bon Pastor","Total. Euros/m2 construït","2503.6"
2020,2,9,"Sant Andreu",60,"Sant Andreu","Total. Euros/m2 construït","3381.0"
2020,2,9,"Sant Andreu",61,"la Sagrera","Total. Euros/m2 construït","3368.4"
2020,2,9,"Sant Andreu",62,"el Congrés i els Indians","Total. Euros/m2 construït","4090.7"
2020,2,9,"Sant Andreu",63,"Navas","Total. Euros/m2 construït","3277.1"
2020,2,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Total. Euros/m2 construït","3506.2"
2020,2,10,"Sant Martí",65,"el Clot","Total. Euros/m2 construït","3680.5"
2020,2,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Total. Euros/m2 construït","4861.4"
2020,2,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Total. Euros/m2 construït","4777.6"
2020,2,10,"Sant Martí",68,"el Poblenou","Total. Euros/m2 construït","4643.0"
2020,2,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Total. Euros/m2 construït","4712.2"
2020,2,10,"Sant Martí",70,"el Besòs i el Maresme","Total. Euros/m2 construït","2441.9"
2020,2,10,"Sant Martí",71,"Provençals del Poblenou","Total. Euros/m2 construït","3508.0"
2020,2,10,"Sant Martí",72,"Sant Martí de Provençals","Total. Euros/m2 construït","2141.8"
2020,2,10,"Sant Martí",73,"la Verneda i la Pau","Total. Euros/m2 construït","2463.8"
2020,2,1,"Ciutat Vella",1,"el Raval","Nou. Euros/m2 construït","4609.1"
2020,2,1,"Ciutat Vella",2,"el Barri Gòtic","Nou. Euros/m2 construït","N/A"
2020,2,1,"Ciutat Vella",3,"la Barceloneta","Nou. Euros/m2 construït","4507.0"
2020,2,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Nou. Euros/m2 construït","6702.9"
2020,2,2,"Eixample",5,"el Fort Pienc","Nou. Euros/m2 construït","N/A"
2020,2,2,"Eixample",6,"la Sagrada Família","Nou. Euros/m2 construït","N/A"
2020,2,2,"Eixample",7,"la Dreta de l'Eixample","Nou. Euros/m2 construït","N/A"
2020,2,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Nou. Euros/m2 construït","5634.9"
2020,2,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Nou. Euros/m2 construït","5640.6"
2020,2,2,"Eixample",10,"Sant Antoni","Nou. Euros/m2 construït","N/A"
2020,2,3,"Sants-Montjuïc",11,"el Poble Sec","Nou. Euros/m2 construït","N/A"
2020,2,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Nou. Euros/m2 construït","N/A"
2020,2,3,"Sants-Montjuïc",13,"la Marina de Port","Nou. Euros/m2 construït","N/A"
2020,2,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Nou. Euros/m2 construït","N/A"
2020,2,3,"Sants-Montjuïc",15,"Hostafrancs","Nou. Euros/m2 construït","2803.4"
2020,2,3,"Sants-Montjuïc",16,"la Bordeta","Nou. Euros/m2 construït","N/A"
2020,2,3,"Sants-Montjuïc",17,"Sants - Badal","Nou. Euros/m2 construït","3479.5"
2020,2,3,"Sants-Montjuïc",18,"Sants","Nou. Euros/m2 construït","4946.2"
2020,2,4,"Les Corts",19,"les Corts","Nou. Euros/m2 construït","6916.4"
2020,2,4,"Les Corts",20,"la Maternitat i Sant Ramon","Nou. Euros/m2 construït","4249.5"
2020,2,4,"Les Corts",21,"Pedralbes","Nou. Euros/m2 construït","N/A"
2020,2,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Nou. Euros/m2 construït","N/A"
2020,2,5,"Sarrià-Sant Gervasi",23,"Sarrià","Nou. Euros/m2 construït","11352.6"
2020,2,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Nou. Euros/m2 construït","N/A"
2020,2,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Nou. Euros/m2 construït","4389.7"
2020,2,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Nou. Euros/m2 construït","4612.2"
2020,2,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Nou. Euros/m2 construït","7094.3"
2020,2,6,"Gràcia",28,"Vallcarca i els Penitents","Nou. Euros/m2 construït","N/A"
2020,2,6,"Gràcia",29,"el Coll","Nou. Euros/m2 construït","4380.3"
2020,2,6,"Gràcia",30,"la Salut","Nou. Euros/m2 construït","N/A"
2020,2,6,"Gràcia",31,"la Vila de Gràcia","Nou. Euros/m2 construït","N/A"
2020,2,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Nou. Euros/m2 construït","3520.6"
2020,2,7,"Horta-Guinardó",33,"el Baix Guinardó","Nou. Euros/m2 construït","N/A"
2020,2,7,"Horta-Guinardó",34,"Can Baró","Nou. Euros/m2 construït","N/A"
2020,2,7,"Horta-Guinardó",35,"el Guinardó","Nou. Euros/m2 construït","N/A"
2020,2,7,"Horta-Guinardó",36,"la Font d'en Fargues","Nou. Euros/m2 construït","N/A"
2020,2,7,"Horta-Guinardó",37,"el Carmel","Nou. Euros/m2 construït","2314.4"
2020,2,7,"Horta-Guinardó",38,"la Teixonera","Nou. Euros/m2 construït","2911.1"
2020,2,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Nou. Euros/m2 construït","N/A"
2020,2,7,"Horta-Guinardó",40,"Montbau","Nou. Euros/m2 construït","N/A"
2020,2,7,"Horta-Guinardó",41,"la Vall d'Hebron","Nou. Euros/m2 construït","N/A"
2020,2,7,"Horta-Guinardó",42,"la Clota","Nou. Euros/m2 construït","N/A"
2020,2,7,"Horta-Guinardó",43,"Horta","Nou. Euros/m2 construït","3908.2"
2020,2,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Nou. Euros/m2 construït","N/A"
2020,2,8,"Nou Barris",45,"Porta","Nou. Euros/m2 construït","N/A"
2020,2,8,"Nou Barris",46,"el Turó de la Peira","Nou. Euros/m2 construït","N/A"
2020,2,8,"Nou Barris",47,"Can Peguera","Nou. Euros/m2 construït","N/A"
2020,2,8,"Nou Barris",48,"la Guineueta","Nou. Euros/m2 construït","N/A"
2020,2,8,"Nou Barris",49,"Canyelles","Nou. Euros/m2 construït","N/A"
2020,2,8,"Nou Barris",50,"les Roquetes","Nou. Euros/m2 construït","N/A"
2020,2,8,"Nou Barris",51,"Verdun","Nou. Euros/m2 construït","N/A"
2020,2,8,"Nou Barris",52,"la Prosperitat","Nou. Euros/m2 construït","N/A"
2020,2,8,"Nou Barris",53,"la Trinitat Nova","Nou. Euros/m2 construït","N/A"
2020,2,8,"Nou Barris",54,"Torre Baró","Nou. Euros/m2 construït","N/A"
2020,2,8,"Nou Barris",55,"Ciutat Meridiana","Nou. Euros/m2 construït","N/A"
2020,2,8,"Nou Barris",56,"Vallbona","Nou. Euros/m2 construït","N/A"
2020,2,9,"Sant Andreu",57,"la Trinitat Vella","Nou. Euros/m2 construït","N/A"
2020,2,9,"Sant Andreu",58,"Baró de Viver","Nou. Euros/m2 construït","N/A"
2020,2,9,"Sant Andreu",59,"el Bon Pastor","Nou. Euros/m2 construït","N/A"
2020,2,9,"Sant Andreu",60,"Sant Andreu","Nou. Euros/m2 construït","N/A"
2020,2,9,"Sant Andreu",61,"la Sagrera","Nou. Euros/m2 construït","N/A"
2020,2,9,"Sant Andreu",62,"el Congrés i els Indians","Nou. Euros/m2 construït","N/A"
2020,2,9,"Sant Andreu",63,"Navas","Nou. Euros/m2 construït","N/A"
2020,2,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Nou. Euros/m2 construït","N/A"
2020,2,10,"Sant Martí",65,"el Clot","Nou. Euros/m2 construït","N/A"
2020,2,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Nou. Euros/m2 construït","5606.6"
2020,2,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Nou. Euros/m2 construït","N/A"
2020,2,10,"Sant Martí",68,"el Poblenou","Nou. Euros/m2 construït","6173.2"
2020,2,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Nou. Euros/m2 construït","N/A"
2020,2,10,"Sant Martí",70,"el Besòs i el Maresme","Nou. Euros/m2 construït","N/A"
2020,2,10,"Sant Martí",71,"Provençals del Poblenou","Nou. Euros/m2 construït","3050.2"
2020,2,10,"Sant Martí",72,"Sant Martí de Provençals","Nou. Euros/m2 construït","N/A"
2020,2,10,"Sant Martí",73,"la Verneda i la Pau","Nou. Euros/m2 construït","N/A"
2020,2,1,"Ciutat Vella",1,"el Raval","Usat. Euros/m2 construït","3740.9"
2020,2,1,"Ciutat Vella",2,"el Barri Gòtic","Usat. Euros/m2 construït","4289.5"
2020,2,1,"Ciutat Vella",3,"la Barceloneta","Usat. Euros/m2 construït","4461.9"
2020,2,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Usat. Euros/m2 construït","4636.8"
2020,2,2,"Eixample",5,"el Fort Pienc","Usat. Euros/m2 construït","4013.0"
2020,2,2,"Eixample",6,"la Sagrada Família","Usat. Euros/m2 construït","3922.3"
2020,2,2,"Eixample",7,"la Dreta de l'Eixample","Usat. Euros/m2 construït","5705.2"
2020,2,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Usat. Euros/m2 construït","4853.8"
2020,2,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Usat. Euros/m2 construït","4617.8"
2020,2,2,"Eixample",10,"Sant Antoni","Usat. Euros/m2 construït","4956.6"
2020,2,3,"Sants-Montjuïc",11,"el Poble Sec","Usat. Euros/m2 construït","3880.6"
2020,2,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Usat. Euros/m2 construït","2999.2"
2020,2,3,"Sants-Montjuïc",13,"la Marina de Port","Usat. Euros/m2 construït","3039.3"
2020,2,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Usat. Euros/m2 construït","3564.1"
2020,2,3,"Sants-Montjuïc",15,"Hostafrancs","Usat. Euros/m2 construït","4085.9"
2020,2,3,"Sants-Montjuïc",16,"la Bordeta","Usat. Euros/m2 construït","4400.7"
2020,2,3,"Sants-Montjuïc",17,"Sants - Badal","Usat. Euros/m2 construït","3439.0"
2020,2,3,"Sants-Montjuïc",18,"Sants","Usat. Euros/m2 construït","3471.0"
2020,2,4,"Les Corts",19,"les Corts","Usat. Euros/m2 construït","4339.7"
2020,2,4,"Les Corts",20,"la Maternitat i Sant Ramon","Usat. Euros/m2 construït","4463.6"
2020,2,4,"Les Corts",21,"Pedralbes","Usat. Euros/m2 construït","10961.2"
2020,2,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Usat. Euros/m2 construït","3519.0"
2020,2,5,"Sarrià-Sant Gervasi",23,"Sarrià","Usat. Euros/m2 construït","5966.0"
2020,2,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Usat. Euros/m2 construït","4703.0"
2020,2,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Usat. Euros/m2 construït","4769.7"
2020,2,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Usat. Euros/m2 construït","4927.0"
2020,2,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Usat. Euros/m2 construït","3989.1"
2020,2,6,"Gràcia",28,"Vallcarca i els Penitents","Usat. Euros/m2 construït","4306.3"
2020,2,6,"Gràcia",29,"el Coll","Usat. Euros/m2 construït","2814.3"
2020,2,6,"Gràcia",30,"la Salut","Usat. Euros/m2 construït","4762.1"
2020,2,6,"Gràcia",31,"la Vila de Gràcia","Usat. Euros/m2 construït","4594.4"
2020,2,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Usat. Euros/m2 construït","4743.2"
2020,2,7,"Horta-Guinardó",33,"el Baix Guinardó","Usat. Euros/m2 construït","3893.3"
2020,2,7,"Horta-Guinardó",34,"Can Baró","Usat. Euros/m2 construït","2728.7"
2020,2,7,"Horta-Guinardó",35,"el Guinardó","Usat. Euros/m2 construït","3382.8"
2020,2,7,"Horta-Guinardó",36,"la Font d'en Fargues","Usat. Euros/m2 construït","3417.6"
2020,2,7,"Horta-Guinardó",37,"el Carmel","Usat. Euros/m2 construït","2903.4"
2020,2,7,"Horta-Guinardó",38,"la Teixonera","Usat. Euros/m2 construït","2707.0"
2020,2,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Usat. Euros/m2 construït","2869.3"
2020,2,7,"Horta-Guinardó",40,"Montbau","Usat. Euros/m2 construït","2706.6"
2020,2,7,"Horta-Guinardó",41,"la Vall d'Hebron","Usat. Euros/m2 construït","N/A"
2020,2,7,"Horta-Guinardó",42,"la Clota","Usat. Euros/m2 construït","N/A"
2020,2,7,"Horta-Guinardó",43,"Horta","Usat. Euros/m2 construït","3572.5"
2020,2,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Usat. Euros/m2 construït","2850.3"
2020,2,8,"Nou Barris",45,"Porta","Usat. Euros/m2 construït","2584.0"
2020,2,8,"Nou Barris",46,"el Turó de la Peira","Usat. Euros/m2 construït","2479.4"
2020,2,8,"Nou Barris",47,"Can Peguera","Usat. Euros/m2 construït","N/A"
2020,2,8,"Nou Barris",48,"la Guineueta","Usat. Euros/m2 construït","2624.3"
2020,2,8,"Nou Barris",49,"Canyelles","Usat. Euros/m2 construït","2538.5"
2020,2,8,"Nou Barris",50,"les Roquetes","Usat. Euros/m2 construït","2092.0"
2020,2,8,"Nou Barris",51,"Verdun","Usat. Euros/m2 construït","2465.8"
2020,2,8,"Nou Barris",52,"la Prosperitat","Usat. Euros/m2 construït","2575.2"
2020,2,8,"Nou Barris",53,"la Trinitat Nova","Usat. Euros/m2 construït","2085.3"
2020,2,8,"Nou Barris",54,"Torre Baró","Usat. Euros/m2 construït","N/A"
2020,2,8,"Nou Barris",55,"Ciutat Meridiana","Usat. Euros/m2 construït","1389.7"
2020,2,8,"Nou Barris",56,"Vallbona","Usat. Euros/m2 construït","N/A"
2020,2,9,"Sant Andreu",57,"la Trinitat Vella","Usat. Euros/m2 construït","1394.0"
2020,2,9,"Sant Andreu",58,"Baró de Viver","Usat. Euros/m2 construït","N/A"
2020,2,9,"Sant Andreu",59,"el Bon Pastor","Usat. Euros/m2 construït","2503.6"
2020,2,9,"Sant Andreu",60,"Sant Andreu","Usat. Euros/m2 construït","3402.0"
2020,2,9,"Sant Andreu",61,"la Sagrera","Usat. Euros/m2 construït","3368.4"
2020,2,9,"Sant Andreu",62,"el Congrés i els Indians","Usat. Euros/m2 construït","4090.7"
2020,2,9,"Sant Andreu",63,"Navas","Usat. Euros/m2 construït","3277.1"
2020,2,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Usat. Euros/m2 construït","3506.2"
2020,2,10,"Sant Martí",65,"el Clot","Usat. Euros/m2 construït","3680.5"
2020,2,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Usat. Euros/m2 construït","4488.9"
2020,2,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Usat. Euros/m2 construït","4777.6"
2020,2,10,"Sant Martí",68,"el Poblenou","Usat. Euros/m2 construït","4132.9"
2020,2,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Usat. Euros/m2 construït","4712.2"
2020,2,10,"Sant Martí",70,"el Besòs i el Maresme","Usat. Euros/m2 construït","2441.9"
2020,2,10,"Sant Martí",71,"Provençals del Poblenou","Usat. Euros/m2 construït","3648.8"
2020,2,10,"Sant Martí",72,"Sant Martí de Provençals","Usat. Euros/m2 construït","2141.8"
2020,2,10,"Sant Martí",73,"la Verneda i la Pau","Usat. Euros/m2 construït","2463.8"
